drawdate,n1,n2,n3,n4,n5,prize_5,prize_4,prize_3
2014-01-12,1,5,13,24,33,5e+05,161.5,9
2014-01-11,19,20,21,30,33,0,272.5,12
2014-01-10,28,29,30,37,41,0,438.5,14.5
2014-01-09,3,10,16,30,39,0,244,10.5
2014-01-08,12,13,15,19,23,325000,163,8.5
2014-01-07,9,13,30,34,43,0,345.5,14.5
2014-01-06,9,18,32,33,42,0,282.5,14.5
2014-01-05,4,6,13,15,35,7e+05,296.5,11
2014-01-04,3,11,32,36,39,0,290.5,13
2014-01-03,2,6,11,25,31,0,169,9
2014-01-02,11,19,23,38,43,0,264,12
2014-01-01,8,9,10,15,22,0,147.5,7
2015-06-12,10,11,15,30,36,0,213,10.5
2015-06-11,7,19,33,35,38,325000,265.5,12
2015-06-10,19,20,22,29,32,0,333.5,12
2015-06-09,9,13,21,24,37,0,200.5,10
2015-06-08,15,24,36,41,42,1001451.5,294.5,13.5
2015-06-07,8,21,23,36,41,0,308,12.5
2015-06-06,17,20,22,30,37,0,282,12
2015-06-05,4,6,9,28,36,0,226.5,10
2015-06-04,19,23,36,41,42,0,399,14.5
2015-06-03,7,9,11,34,39,0,201.5,10
2015-06-02,1,13,32,36,37,0,435.5,15.5
2015-06-01,9,20,36,38,43,450000,308.5,14.5
2015-05-31,22,23,30,40,41,0,395.5,16.5
2015-05-30,3,10,12,19,39,0,183,8
2015-05-29,1,12,16,20,34,0,296.5,11
2015-05-28,2,6,8,26,41,8e+05,243,10.5
2015-05-27,8,16,28,32,36,0,239,12
2015-05-26,4,17,31,34,37,0,235,12.5
2015-05-25,8,20,25,26,36,0,340.5,12
2015-05-24,12,27,33,39,42,0,323.5,13.5
2015-05-23,20,24,31,41,42,0,473,18.5
2015-05-22,12,31,32,33,37,1004965,307,12
2015-05-21,2,14,24,35,38,0,278.5,12.5
2015-05-20,1,22,23,38,42,0,335.5,14
2015-05-19,5,13,18,25,31,0,181,9
2015-05-18,1,3,20,26,36,0,298,11
2015-05-17,1,6,24,26,35,0,272.5,12
2015-05-16,1,11,33,41,42,0,493,15.5
2015-05-15,22,29,30,34,42,8e+05,331,13
2015-05-14,8,16,18,22,43,0,339.5,11.5
2015-05-13,7,30,32,34,42,0,341.5,14
2015-05-12,8,13,26,36,38,0,230,12.5
2015-05-11,3,23,25,35,37,0,324,13
2015-05-10,6,16,18,19,27,0,199,8.5
2015-05-09,13,19,21,30,36,125000,223.5,12
2015-05-08,2,13,26,31,38,450000,264.5,12
2015-05-07,16,28,32,37,43,0,278,15.5
2015-05-06,10,11,21,32,37,0,305.5,13
2015-05-05,22,28,29,30,36,0,362.5,13.5
2015-05-04,6,9,10,29,34,225000,205.5,9.5
2015-05-03,2,13,20,24,34,0,249.5,11.5
2015-05-02,8,16,17,24,38,225000,227.5,10.5
2015-05-01,3,21,24,30,32,0,227.5,10.5
2015-04-30,5,11,16,24,31,225000,145,8.5
2015-04-29,1,5,6,24,38,0,206,10
2015-04-28,5,22,24,33,42,125000,428.5,13
2015-04-27,5,18,19,23,31,225000,193.5,9
2015-04-26,1,2,9,29,40,0,248,10.5
2015-04-25,3,13,26,27,36,450000,284,10.5
2015-04-24,10,13,30,32,40,0,367.5,13.5
2015-04-23,5,13,22,23,34,0,197,9.5
2015-04-22,7,9,12,26,29,0,117.5,6.5
2015-04-21,5,11,13,17,26,450000,152.5,8
2015-04-20,10,19,25,29,41,0,298,11.5
2015-04-19,10,17,24,26,43,0,232,11
2015-04-18,1,18,21,34,43,0,351.5,15
2015-04-17,2,4,17,25,27,450000,179,9
2015-04-16,6,12,24,33,43,0,272,11.5
2015-04-15,1,16,27,28,40,0,442.5,13.5
2015-04-14,9,10,11,15,37,0,246,9.5
2015-04-13,5,9,15,40,43,225000,335,12.5
2015-04-12,2,16,35,38,43,0,397,18
2015-04-11,11,13,18,31,38,325000,220,11
2015-04-10,1,16,22,26,32,0,242.5,12.5
2015-04-09,2,9,12,34,37,0,252,11
2015-04-08,3,15,16,27,34,125000,280.5,11.5
2015-04-07,13,14,15,29,32,1091381.5,275,11.5
2015-04-06,2,4,15,33,34,0,312,12
2015-04-05,6,24,26,28,37,0,252,11.5
2015-04-04,11,15,30,33,35,0,351,12.5
2015-04-03,2,8,29,30,39,0,254,11
2015-04-02,3,20,23,29,40,0,327,12.5
2015-04-01,1,33,36,38,39,0,254,14.5
2015-03-31,1,9,14,37,41,6e+05,275.5,13
2015-03-30,23,28,29,31,41,0,329,13.5
2015-03-29,8,18,19,25,35,0,232,10.5
2015-03-28,4,20,29,32,41,0,298,15
2015-03-27,4,8,23,26,35,0,224,9.5
2015-03-26,2,7,9,10,23,325000,109.5,7
2015-03-25,6,8,12,17,37,0,192,9
2015-03-24,5,27,29,36,39,0,303,12.5
2015-03-23,5,7,11,17,23,225000,78,5.5
2015-03-22,11,27,28,35,40,0,433,15.5
2015-03-21,9,10,17,30,43,450000,253.5,11
2015-03-20,9,14,26,27,31,0,312.5,10.5
2015-03-19,9,19,30,38,40,0,277,13.5
2015-03-18,8,12,14,23,27,0,130,7
2015-03-17,24,27,29,36,37,225000,447,13.5
2015-03-16,7,15,32,35,40,0,299,16
2015-03-15,9,11,12,13,28,225000,163.5,7
2015-03-14,2,5,19,25,26,0,128,7.5
2015-03-13,24,26,30,36,37,450000,301.5,14
2015-03-12,4,8,11,24,28,0,115.5,7
2015-03-11,12,18,24,29,39,0,268.5,10.5
2015-03-10,10,26,32,35,39,0,356,15
2015-03-09,8,15,17,27,37,450000,222.5,10
2015-03-08,8,9,27,38,41,0,271.5,13.5
2015-03-07,9,14,32,36,42,0,576.5,14
2015-03-06,3,6,7,32,33,0,363,10.5
2015-03-05,1,3,12,18,27,1001468,177,8.5
2015-03-04,25,32,37,39,40,0,354.5,14
2015-03-03,1,2,12,13,34,0,275.5,10.5
2015-03-02,2,5,19,28,33,0,194,9
2015-03-01,3,10,36,38,40,0,335.5,15
2015-02-28,25,35,39,40,42,0,359.5,15.5
2015-02-27,7,9,21,30,36,0,204,10
2015-02-26,4,17,19,26,30,125000,177,8.5
2015-02-25,8,12,13,20,22,450000,186,8.5
2015-02-24,3,11,13,24,43,0,235.5,9.5
2015-02-23,16,20,24,26,28,0,183,11
2015-02-22,8,9,19,28,33,0,172,9
2015-02-21,7,20,23,26,34,125000,226,10.5
2015-02-20,1,7,25,30,32,225000,219.5,10.5
2015-02-19,1,6,10,17,34,0,265.5,9.5
2015-02-18,3,8,22,26,31,325000,168.5,9.5
2015-02-17,1,5,6,23,34,0,237.5,10
2015-02-16,7,8,10,29,33,0,185,8.5
2015-02-15,3,7,12,26,27,225000,120,6.5
2015-02-14,8,14,21,37,43,0,407.5,13.5
2015-02-13,2,5,8,15,26,450000,167,8
2015-02-12,9,16,26,38,40,0,381,13.5
2015-02-11,8,9,20,23,33,0,269,10
2015-02-10,10,21,29,41,42,0,386.5,16
2015-02-09,2,13,18,26,41,125000,280,12.5
2015-02-08,10,15,24,31,34,821764,268.5,11.5
2015-02-07,19,21,32,36,40,0,316,14
2015-02-06,1,7,21,34,38,0,268,11.5
2015-02-05,6,18,19,21,33,0,227,10
2015-02-04,25,26,29,31,38,0,386.5,13.5
2015-02-03,2,11,24,30,42,0,292.5,11.5
2015-02-02,1,4,26,29,42,6e+05,256.5,12
2015-02-01,7,9,24,29,39,0,246,9.5
2015-01-31,9,18,25,38,41,0,336,13
2015-01-30,1,9,20,33,37,0,269,12.5
2015-01-29,6,15,32,35,40,0,346.5,16.5
2015-01-28,4,7,11,14,37,6e+05,175.5,8.5
2015-01-27,1,14,17,21,39,0,253.5,11
2015-01-26,2,4,18,22,37,0,228.5,10.5
2015-01-25,4,6,7,12,18,0,119,6.5
2015-01-24,14,19,34,39,41,0,373.5,15
2015-01-23,4,13,16,29,36,616063,276,11.5
2015-01-22,3,21,25,26,42,0,265,12
2015-01-21,22,26,31,36,42,0,327.5,14
2015-01-20,18,19,21,25,40,0,351,12.5
2015-01-19,5,12,26,37,38,0,267,12
2015-01-18,5,8,10,23,31,125000,132.5,7
2015-01-17,14,16,25,27,40,125000,311.5,13
2015-01-16,5,7,14,30,42,125000,290,10.5
2015-01-15,7,12,17,27,42,125000,169,8.5
2015-01-14,3,9,19,20,33,6e+05,211,9.5
2015-01-13,6,11,14,34,35,0,316,13
2015-01-12,14,21,26,30,34,0,301,12.5
2015-01-11,15,29,30,35,40,0,395.5,15
2015-01-10,6,10,12,13,34,0,222,9.5
2015-01-09,12,13,17,34,36,225000,279,12
2015-01-08,9,14,18,23,27,0,178.5,8.5
2015-01-07,7,23,24,31,35,125000,303.5,11
2015-01-06,1,4,19,26,32,325000,296,11
2015-01-05,3,18,21,41,43,0,345.5,14
2015-01-04,2,11,12,28,30,0,136.5,7.5
2015-01-03,16,17,25,27,35,450000,280.5,11.5
2015-01-02,3,14,23,30,36,0,299,11.5
2015-01-01,8,15,17,21,36,0,169.5,10.5
